,id,volume,subtype,date,year,title,source,person_sentby,person_sentto,city,era,inst_sentby,inst_sentto,person_mentioned,inst_mentioned
90,frus1969-76v30_d91,frus1969-76v30,historical-document,1974-07-17,1974,91. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files (H–Files), Box H–096, Meeting Files, WSAG Meetings. Top Secret; Sensitive. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'Nikos Sampson', 'Callaghan James', 'Niehuss Rosemary', 'Clerides Glaufkos', 'Ellsworth F. Robert', 'Ingersoll Robert S.', 'Colonel Kennedy Richard T.', 'J. McCloskey Robert', 'III Makarios', 'J. Joseph Sisco', 'H. Harold Saunders “Hal”', 'Colby E. William', 'Brown George S.', 'Boyatt Thomas', '(Bill) Clements Jr. William', 'John Pauly', 'A. Henry Kissinger', 'Stabler Wells', 'Bulent Ecevit'}","{'t_NSC1', 't_UN1', 't_JCS1', 't_CIA1'}"
91,frus1969-76v30_d92,frus1969-76v30,historical-document,1974-07-17,1974,92. Transcript of Telephone Conversation Between Secretary of State Kissinger and British Foreign Secretary Callaghan,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in Washington; Callaghan was in London.",['A. Henry Kissinger'],['Callaghan James'],,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'Nikos Sampson', 'Clerides Glaufkos', 'Callaghan James', 'Ingersoll Robert S.', 'III Makarios', 'A. Henry Kissinger', 'Bulent Ecevit'}","{'t_EC1', 't_NATO1'}"
92,frus1969-76v30_d93,frus1969-76v30,historical-document,1974-07-17,1974,93. Transcript of Telephone Conversation Between President Nixon and Secretary of State Kissinger,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. The President was at the Western White House in San Clemente July 13–28. (National Archives, Nixon Presidential Materials, White House Central Files, President’s Daily Diary) Kissinger was in Washington.",['M. Nixon Richard'],['A. Henry Kissinger'],,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'Ingersoll Robert S.', 'III Makarios', 'A. Henry Kissinger', 'M. Nixon Richard', 'L. Ronald Ziegler'}",set()
93,frus1969-76v30_d94,frus1969-76v30,historical-document,1974-07-18,1974,94. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files(H–Files), Box H–097, Meeting Files, WSAG Meetings. Top Secret; Codeword. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'Bulent Ecevit', 'Niehuss Rosemary', 'Colby E. William', 'Brown George S.', 'J. McCloskey Robert', '(Bill) Clements Jr. William', 'John Pauly', 'Colonel Kennedy Richard T.', 'Ingersoll Robert S.', 'III Makarios', 'A. Henry Kissinger', 'Stabler Wells', 'Day John'}","{'t_JCS1', 't_NSC1', 't_CIA1', 't_UK1', 't_UN1', 't_DIA1'}"
94,frus1969-76v30_d95,frus1969-76v30,historical-document,1974-07-18,1974,95. Memorandum of Conversation,"Source: National Archives, RG 59, Records of Henry Kissinger, 1973–77, Entry 5403, Box 9, Nodis Memoranda of Conversations, August 1974, Folder 5. Secret; Nodis. Drafted by Djerejian.",[],[],Washington,Richard M. Nixon,[],[],"{'II Irwin John N.', 'Buffum William', 'J. McCloskey Robert', 'Clerides Glaufkos', 'Jean Sauvagnargues', 'III Makarios', 'A. Henry Kissinger', 'Eagleburger Lawrence S.', 'Stabler Wells'}","{'t_UN1', 't_USG1'}"
95,frus1969-76v30_d96,frus1969-76v30,editorial-note,,,96. Editorial Note,,[],[],,,[],[],"{'J. Joseph Sisco', 'Nikos Sampson', 'Clerides Glaufkos', 'Callaghan James', 'III Makarios', 'Bulent Ecevit'}","{'t_GOG1', 't_NSC1', 't_UK1', 't_UN1', 't_USG1', 't_RG1'}"
96,frus1969-76v30_d97,frus1969-76v30,historical-document,1974-07-18,1974,97. Telegram From the Department of State to Certain Posts,"Source: National Archives, RG 59, Records of Joseph Sisco, Entry 5405, Box 26, Cyprus Crisis, July 1974, Folder 2. Secret; Niact Immediate; Nodis. Sent to Nicosia, London, Paris, Bonn, Athens, Ankara, USNATO, USUN, USCINCEUR, and the White House to pass to San Clemente for Secretary Kissinger.",['Ingersoll Robert S.'],[],Washington,Richard M. Nixon,[],[],"{'Nikos Sampson', 'Ingersoll Robert S.', 'III Makarios', 'Joseph Luns M.A.H.', 'Donald H. Rumsfeld'}","{'t_UK1', 't_UN1', 't_NAC1'}"
97,frus1969-76v30_d98,frus1969-76v30,historical-document,1974-07-19,1974,98. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files (H–Files), Box H–097, Meeting Files, WSAG Meetings. Top Secret; Sensitive. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'H. Harold Saunders “Hal”', 'Niehuss Rosemary', 'Colby E. William', 'Nikos Sampson', 'J. McCloskey Robert', 'Clerides Glaufkos', '(Bill) Clements Jr. William', 'John Pauly', 'Callaghan James', 'Colonel Kennedy Richard T.', 'Ingersoll Robert S.', 'Fulbright J. William', 'III Makarios', 'Stabler Wells', 'Day John'}","{'t_JCS1', 't_NSC1', 't_AMB1', 't_CIA1', 't_UK1', 't_WSAG1'}"
98,frus1969-76v30_d99,frus1969-76v30,historical-document,1974-07-19,1974,99. Telegram From the Embassy in Greece to the Department of State,"Source: National Archives, RG 59, Records of Joseph Sisco, 1951–1976, Entry 5405, Box 26, Cyprus Crisis, July 1974. Secret; Flash; Nodis. Received at 1749Z.",['J. Joseph Sisco'],[],Athens,Richard M. Nixon,['the Embassy in Greece'],['the Department of State'],"{'J. Joseph Sisco', 'Clerides Glaufkos', 'Bonanos Gen. Grigorios', '(Bill) Clements Jr. William', 'James Schlesinger', 'Bulent Ecevit', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_GOG1', 't_GOT1', 't_FM1', 't_UN1', 't_PM1', 't_UK1'}"
99,frus1969-76v30_d100,frus1969-76v30,historical-document,1974-07-19,1974,100. Transcript of Telephone Conversation Between Secretary of State Kissinger and Secretary of Defense Schlesinger,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in San Clemente with President Nixon; Schlesinger was in Washington.",['A. Henry Kissinger'],[],,Richard M. Nixon,[],['Secretary of Defense Schlesinger'],"{'J. Joseph Sisco', 'Nikos Sampson', 'Clerides Glaufkos', 'James Schlesinger', 'Ingersoll Robert S.', 'III Makarios', 'A. Henry Kissinger'}",set()
100,frus1969-76v30_d101,frus1969-76v30,historical-document,1974-07-19,1974,101. Transcript of Telephone Conversation Between Secretary of State Kissinger and Ambassador at Large McCloskey,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in San Clemente; McCloskey was in Washington.",['A. Henry Kissinger'],['Large McCloskey'],,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'J. McCloskey Robert', 'Clerides Glaufkos', 'Callaghan James', 'A. Henry Kissinger', 'Bulent Ecevit'}",{'t_K1'}
101,frus1969-76v30_d102,frus1969-76v30,historical-document,1974-07-19,1974,102. Transcript of Telephone Conversation Between Secretary of State Kissinger and Director of Central Intelligence Colby,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in San Clemente; Colby was in Washington.",['A. Henry Kissinger'],['Colby E. William'],,Richard M. Nixon,[],[],"{'(Bill) Clements Jr. William', 'Colby E. William', 'A. Henry Kissinger'}","{'t_K1', 't_C1'}"
102,frus1969-76v30_d103,frus1969-76v30,historical-document,1974-07-20,1974,103. Transcript of Telephone Conversation Between President Nixon and Secretary of State Kissinger,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking.",['M. Nixon Richard'],['A. Henry Kissinger'],San Clemente,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'Clerides Glaufkos', 'Callaghan James', 'A. Henry Kissinger', 'M. Nixon Richard'}","{'t_P1', 't_UN1', 't_K1', 't_NATO1'}"
103,frus1969-76v30_d104,frus1969-76v30,editorial-note,,,104. Editorial Note,,[],[],,,[],[],"{'J. Joseph Sisco', 'M. Nixon Richard', 'Bulent Ecevit', 'Clerides Glaufkos'}","{'t_GOG1', 't_NSC1', 't_GOT1', 't_USG1', 't_RG1'}"
104,frus1969-76v30_d105,frus1969-76v30,historical-document,1974-07-20,1974,105. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files (H-Files), Box H-097, Meeting Files, WSAG Meetings. Top Secret; Sensitive. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'H. Harold Saunders “Hal”', 'Niehuss Rosemary', 'Colby E. William', 'A. John Scali', 'Brown George S.', 'J. McCloskey Robert', 'John Pauly', '(Bill) Clements Jr. William', 'Colonel Kennedy Richard T.', 'Ingersoll Robert S.', 'A. Henry Kissinger', 'Stabler Wells', 'Helmut Sonnenfeldt “Hal”', 'Day John', 'George Vest'}","{'t_EC1', 't_LTG1'}"
105,frus1969-76v30_d106,frus1969-76v30,historical-document,1974-07-20,1974,106. Transcript of Telephone Conversation Between Secretary of State Kissinger and the Deputy Secretary of State (Ingersoll),"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in San Clemente; Ingersoll was in Washington.",['A. Henry Kissinger'],['Ingersoll Robert S.'],,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'James Schlesinger', 'Ingersoll Robert S.', 'Arthur Hartman', 'A. Henry Kissinger'}",{'t_K1'}
106,frus1969-76v30_d107,frus1969-76v30,historical-document,1974-07-20,1974,"107. Transcript of Telephone Conversation Among Secretary of State Kissinger, the Deputy Secretary of State (Ingersoll), and the Assistant Secretary for International Organization Affairs (Buffum)","Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in San Clemente; Ingersoll and Buffum were in Washington.",['A. Henry Kissinger'],"['Ingersoll Robert S.', 'Buffum William']",,Richard M. Nixon,[],[],"{'J. Joseph Sisco', '(Mike) J. Mansfield Michael', 'Buffum William', 'Albert B. Carl', 'Fulbright J. William', 'J. John Rhodes', 'Ingersoll Robert S.', 'A. Henry Kissinger', 'E. Morgan Thomas'}",{'t_WSAG1'}
107,frus1969-76v30_d108,frus1969-76v30,historical-document,1974-07-20,1974,108. Transcript of Telephone Conversation Between President Nixon and Secretary of State Kissinger,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking.",['M. Nixon Richard'],['A. Henry Kissinger'],San Clemente,Richard M. Nixon,[],[],"{'M. Nixon Richard', 'A. Henry Kissinger'}",set()
108,frus1969-76v30_d109,frus1969-76v30,editorial-note,,,109. Editorial Note,,[],[],,,[],[],{'J. Joseph Sisco'},"{'t_GOG1', 't_UNFICYP1', 't_UN1', 't_PM1', 't_USG1', 't_RG1'}"
109,frus1969-76v30_d110,frus1969-76v30,historical-document,1974-07-21,1974,110. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files (H-Files), Box H-097, Meeting Files, WSAG Meetings. Top Secret; Codeword. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'Nikos Sampson', 'Constantine Karamanlis', 'Callaghan James', 'Arthur Hartman', 'Niehuss Rosemary', 'Clerides Glaufkos', 'Colonel Kennedy Richard T.', 'Ingersoll Robert S.', 'Davies P. Rodger', 'J. McCloskey Robert', 'James Schlesinger', 'III Makarios', 'Helmut Sonnenfeldt “Hal”', 'J. Joseph Sisco', 'Day John', 'H. Harold Saunders “Hal”', 'Colby E. William', 'Brown George S.', 'John Pauly', 'A. Henry Kissinger', 'Bulent Ecevit'}","{'t_JCS1', 't_NSC1', 't_FBIS1', 't_CIA1', 't_NATO1', 't_WSAG1', 't_LTG1', 't_OBE1'}"
110,frus1969-76v30_d111,frus1969-76v30,historical-document,1974-07-21,1974,111. Transcript of Telephone Conversation Between Secretary of State Kissinger and Turkish Prime Minister Ecevit,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in Washington; Ecevit was in Ankara. All omissions are in the original.",['A. Henry Kissinger'],['Bulent Ecevit'],,Richard M. Nixon,[],[],"{'Bulent Ecevit', 'Callaghan James', 'A. Henry Kissinger'}",set()
111,frus1969-76v30_d112,frus1969-76v30,historical-document,1974-07-22,1974,112. Briefing Memorandum From the Assistant Secretary of State for European Affairs (Hartman) to Secretary of State Kissinger,"Source: National Archives, RG 59, Records of Henry Kissinger, Entry 5403, Box 9, July 1974 Nodis Memcons. Confidential. Drafted by John Day and cleared by Wells Stabler.",['Arthur Hartman'],['A. Henry Kissinger'],Washington,Richard M. Nixon,[],[],"{'Clerides Glaufkos', 'Arthur Hartman', 'III Makarios', 'A. Henry Kissinger', 'Stabler Wells', 'Day John'}","{'t_POL1', 't_USSR1', 't_INR1', 't_SP1', 't_HMG1', 't_NATO1', 't_SYG1', 't_SACEUR1', 't_UNFICYP1', 't_UK1', 't_UN1', 't_SBA1', 't_EURSE1'}"
112,frus1969-76v30_d113,frus1969-76v30,historical-document,1974-07-22,1974,113. Minutes of Meeting of the Washington Special Actions Group,"Source: National Archives, Nixon Presidential Materials, NSC Institutional Files (H–Files), Box H–097, Meeting Files, WSAG Meetings. Top Secret; Sensitive. The meeting took place in the Situation Room of the White House.",[],[],Washington,Richard M. Nixon,[],[],"{'Nikos Sampson', 'Kurt Waldheim', 'Arthur Hartman', 'Niehuss Rosemary', 'Colonel Kennedy Richard T.', 'Ingersoll Robert S.', 'Davies P. Rodger', 'Buffum William', 'J. McCloskey Robert', 'III Makarios', 'J. Joseph Sisco', 'Day John', 'A. General Lieutenant Vernon Walters', 'Brown George S.', 'John Pauly', '(Bill) Clements Jr. William', 'A. Henry Kissinger', 'Stabler Wells', 'Bulent Ecevit', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_JCS1', 't_NSC1', 't_FBIS1', 't_CIA1', 't_NATO1', 't_UN1', 't_DIA1', 't_LTG1'}"
113,frus1969-76v30_d114,frus1969-76v30,historical-document,1974-07-22,1974,114. Transcript of Telephone Conversation Between Secretary of State Kissinger and British Foreign Minister Callaghan,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 384, Telephone Conversations, Chronological File. No classification marking. Kissinger was in Washington; Callaghan was in London.",['A. Henry Kissinger'],['Callaghan James'],,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'Buffum William', 'Nikos Sampson', 'Clerides Glaufkos', 'Callaghan James', '(Bill) Clements Jr. William', 'Kurt Waldheim', 'III Makarios', 'A. Henry Kissinger', 'Bulent Ecevit'}",{'t_UN1'}
114,frus1969-76v30_d115,frus1969-76v30,historical-document,1974-07-22,1974,115. Memorandum of Conversation,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 1338, Unfiled Material, 1974. Secret; Nodis. The meeting was held in Kissinger’s office.",[],[],Washington,Richard M. Nixon,[],[],"{'Buffum William', 'Nikos Sampson', 'Peter Ramsbotham Sir', 'Clerides Glaufkos', 'Callaghan James', 'Kurt Waldheim', 'III Makarios', 'A. Henry Kissinger'}","{'t_UK1', 't_UN1', 't_NATO1', 't_UNFICYP1'}"
115,frus1969-76v30_d116,frus1969-76v30,historical-document,1974-07-22,1974,116. Telegram From the Embassy in Turkey to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 634, Country Files, Middle East, Turkey, Vol. IV. Secret; Flash; Exdis handle as Nodis. Received at 4:45 p.m. Repeated Flash to Athens and Nicosia.",['B. Macomber William'],[],Ankara,Richard M. Nixon,[],[],"{'Buffum William', 'B. Macomber William'}","{'t_PriMin1', 't_SecGen1', 't_MFA1'}"
116,frus1969-76v30_d117,frus1969-76v30,historical-document,1974-07-22,1974,117. Telegram From the Department of State to the Embassies in Turkey and Yugoslavia,"Source: National Archives, RG 59, Central Foreign Policy Files, 1974. Secret; Immediate. Drafted by Richard Miles (EUR). Repeated Immediate to Athens, Nicosia, Moscow, London, USUN, USNATO, the White House, and CINCEUR.",['A. Henry Kissinger'],[],Washington,Richard M. Nixon,[],[],"{'Adamantios Androutsopoulos', 'Callaghan James', 'A. Henry Kissinger', 'Bulent Ecevit', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_GOG1', 't_UK1', 't_SBA1', 't_NATO1'}"
117,frus1969-76v30_d118,frus1969-76v30,historical-document,1974-07-23,1974,118. Briefing Memorandum From the Assistant Secretary of State for European Affairs (Hartman) to Secretary of State Kissinger,"Source: National Archives, RG 59, Records of Henry Kissinger, Entry 5403, Box 9, Nodis Memcons, July 1974. Secret. Drafted by John Day (EUR/SE).",['Arthur Hartman'],['A. Henry Kissinger'],Washington,Richard M. Nixon,[],[],"{'Andreas Papandreou', 'Constantine Karamanlis', 'Nikos Sampson', 'Clerides Glaufkos', 'Arthur Hartman', 'III Makarios', 'A. Henry Kissinger', 'Brigadier Dimitrios Gen. Ioannides'}",{'t_NATO1'}
118,frus1969-76v30_d119,frus1969-76v30,historical-document,1974-07-23,1974,119. Memorandum of Conversation,"Source: National Archives, RG 59, Records of Henry Kissinger, Entry 5403, Box 9, Nodis Memcons, August 1974. Secret;Nodis. The meeting was held in Kissinger’s office.",[],[],Washington,Richard M. Nixon,[],[],"{'Henry Tasca', 'Constantine Karamanlis', 'Callaghan James', 'Arthur Hartman', 'Andreas Papandreou', 'Clerides Glaufkos', 'Davies P. Rodger', 'Ingersoll Robert S.', 'G. Hyland William', 'Buffum William', 'Peter Ramsbotham Sir', 'J. McCloskey Robert', 'Bonanos Gen. Grigorios', 'James Schlesinger', 'III Makarios', 'J. Joseph Sisco', 'A. Henry Kissinger', 'Eagleburger Lawrence S.', 'Bulent Ecevit', 'Brigadier Dimitrios Gen. Ioannides'}","{'t_NMCC1', 't_EUR1', 't_IO1', 't_INR1', 't_UK1', 't_UN1'}"
119,frus1969-76v30_d120,frus1969-76v30,historical-document,1974-07-24,1974,120. Telegram From the Embassy in Cyprus to the Department of State,"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 592, Country Files, Middle East, Cyprus, Vol. II. Secret; Immediate; Exdis. Received in the White House at 7:13 p.m. Repeated Immediate to Ankara, Athens, London, and USUN.",['Davies P. Rodger'],[],Nicosia,Richard M. Nixon,[],[],"{'Constantine Karamanlis', 'Clerides Glaufkos', 'Bonanos Gen. Grigorios', 'Lyssarides Vassos', 'Davies P. Rodger', 'III Makarios', 'Dimitriou G. Nicos'}","{'t_EOKAB1', 't_AKEL1', 't_Emboff1'}"
120,frus1969-76v30_d121,frus1969-76v30,historical-document,1974-07-25,1974,121. Memorandum From the Deputy Director of the Joint Staff (Ginsburgh) to the President’s Chief of Staff (Haig),"Source: National Archives, Nixon Presidential Materials, NSC Files, Box 1312, Saunders Chron File, NSC Secretariat—Contingency Plans 1974, Greek-Turkish Contingency Plan. Secret. The memorandum was transmitted by Lieutenant Colonel Douglass W. Smith, Head, NSC Coordination, to the NSC on July 29.",['Ginsburgh'],['Alexander Brig. Gen. Haig Jr. M.'],Washington,Richard M. Nixon,[],[],"{'Colonel Kennedy Richard T.', 'Alexander Brig. Gen. Haig Jr. M.'}","{'t_USSR1', 't_NSC1', 't_NATO1', 't_S1', 't_USAF1'}"
121,frus1969-76v30_d122,frus1969-76v30,historical-document,1974-07-28,1974,122. Briefing Memorandum From the Cyprus Task Force to Secretary of State Kissinger,"Source: National Archives, RG 59, Records of Henry Kissinger, Entry 5403, Box 3, Nodis Letters, Folder 5. Secret; Nodis. Drafted by Thomas Boyatt, Harmon Kirby, Richard Erdman, and Philip Stoddard. Cleared by Bruce Hirshorn, Lloyd George and Stabler. This was one of four papers that C. William Kontos, Director of the Cyprus Task Force, requested on July 25. The others are entitled “Turkish Politics After Cyprus,” “Preliminary Assessment of Turkish Military Operation on Cyprus,” both dated July 27; ibid., Box 9, Nodis Memcons, July 1974, Folder 2; and [title not declassified] dated July 29; Library of Congress, Manuscript Division, Kissinger Papers, Box CL 123, Geopolitical File, Cyprus, Chronological File.",[],['A. Henry Kissinger'],Washington,Richard M. Nixon,['Cyprus Task Force'],[],"{'Constantine Karamanlis', 'Clerides Glaufkos', 'III Makarios', 'A. Henry Kissinger', 'Bulent Ecevit'}","{'t_UK1', 't_UN1', 't_NATO1'}"
122,frus1969-76v30_d123,frus1969-76v30,historical-document,1974-07-29,1974,123. Memorandum From Director of Central Intelligence Colby to the President’s Assistant for National Security Affairs (Kissinger),"[Source: Central Intelligence Agency, Executive Registry, Job 80–M01048A, Box 2, Folder 26, Cyprus. Secret. 2 pages not declassified.]",['Colby E. William'],['A. Henry Kissinger'],Washington,Richard M. Nixon,[],[],"{'Colby E. William', 'A. Henry Kissinger'}",set()
123,frus1969-76v30_d124,frus1969-76v30,historical-document,1974-07-29,1974,124. Memorandum of Conversation,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 123, Geopolitical File, Cyprus, Chronological File. Secret. The meeting was held in the Secretary’s office.",[],[],Washington,Richard M. Nixon,[],[],"{'J. Joseph Sisco', 'Constantine Karamanlis', 'Nikos Sampson', 'J. McCloskey Robert', 'Callaghan James', 'III Makarios', 'Bulent Ecevit', 'Dimitriou G. Nicos'}","{'t_UK1', 't_UN1', 't_NATO1', 't_USIS1'}"
124,frus1969-76v30_d125,frus1969-76v30,historical-document,1974-08-09,1974,125. Telegram From the Mission in Geneva to the Department of State,"Source: Ford Library, National Security Adviser, Kissinger–Scowcroft West Wing Office Files, 1969–77, Box 8, Cyprus 32. Secret; Flash; Exdis. Repeated Immediate to Ankara and Nicosia.",['Dale'],[],Geneva,Gerald R. Ford,[],[],"{'Harold Wilson', 'J. Joseph Sisco', 'Arthur Hartman', 'Callaghan James'}",set()
125,frus1969-76v30_d126,frus1969-76v30,historical-document,1974-08-09,1974,126. Telegram From the Mission in Geneva to the Department of State,"Source: Ford Library, National Security Adviser, Kissinger–Scowcroft West Wing Office Files, 1969–77, Box 8, Cyprus 32. Secret; Immediate; Exdis Handle As Nodis. Sent with instructions to pass Niact Immediate to Ankara, Athens, London, and Nicosia.",['Dale'],[],Geneva,Gerald R. Ford,[],[],"{'Clerides Glaufkos', 'Callaghan James', 'Georgios Mavros', 'Kurt Waldheim', 'Arthur Hartman', 'Bulent Ecevit', 'Denktash Rauf'}","{'t_UK1', 't_UN1'}"
126,frus1969-76v30_d127,frus1969-76v30,historical-document,1974-08-10,1974,127. Transcript of Telephone Conversation Between President Ford and Secretary of State Kissinger,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box 385, Telephone Conversations, Chronological File. No classification marking. Ford took the oath of office as the 38th President at noon on August 9, following Nixon’s resignation. (Ford Library, National Security Adviser, President’s Daily Diary)",['Ford Gerald R.'],['A. Henry Kissinger'],Washington,Gerald R. Ford,[],[],"{'J. Joseph Sisco', 'Callaghan James', 'Arthur Hartman', 'Ford Gerald R.', 'A. Henry Kissinger', 'Bulent Ecevit'}",set()
127,frus1969-76v30_d128,frus1969-76v30,historical-document,1974-08-12,1974,128. Memorandum of Conversation,"Source: National Archives, RG 59, Records of Henry Kissinger, Entry 5403, Box 9, Nodis Memoranda of Conversations, August 1974, Folder 8. Secret; Nodis. Drafted by Djerejian. The meeting was held in Kissinger’s office and followed an earlier meeting at 11:30 a.m. (Ibid.)",[],[],Washington,Gerald R. Ford,[],[],"{'J. Joseph Sisco', 'Peter Ramsbotham Sir', 'J. McCloskey Robert', 'Clerides Glaufkos', 'Callaghan James', 'Arthur Hartman', 'Ingersoll Robert S.', 'A. Henry Kissinger', 'Eagleburger Lawrence S.', 'Stabler Wells', 'Bulent Ecevit', 'Denktash Rauf'}","{'t_UN1', 't_EUR1', 't_EURSE1'}"
128,frus1969-76v30_d129,frus1969-76v30,historical-document,1974-08-13,1974,129. Memorandum of Conversation,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 123, Geopolitical File, Cyprus, Chronological File. Secret; Nodis. The meeting was held in the Oval Office.",[],[],Washington,Gerald R. Ford,[],[],"{'Brent C. Scowcroft', 'Ford Gerald R.', 'A. Henry Kissinger', 'M. Nixon Richard', 'Bulent Ecevit'}",set()
129,frus1969-76v30_d130,frus1969-76v30,historical-document,1974-08-13,1974,130. Paper Prepared in the Department of State,"Source: Library of Congress, Manuscript Division, Kissinger Papers, Box CL 123, Geopolitical File, Cyprus, Chronological File. Secret; Nodis. Drafted by Thomas Simons (S/P), John Baker (IO/UNP), and Martha Mautner and Igor Belousovitch (INR/RES). Cleared by John Day (EUR/SE). The Cyprus Working Group sent the paper to McCloskey on August 13. (Ibid.) The Cyprus Task Force was disbanded on August 22.",[],[],Washington,Gerald R. Ford,[],[],"{'J. Joseph Sisco', 'Constantine Karamanlis', 'Callaghan James', 'Kurt Waldheim', 'Arthur Hartman', 'III Makarios', 'Ford Gerald R.', 'Joseph Luns M.A.H.', 'Bulent Ecevit'}","{'t_USSR1', 't_NATO1', 't_SYG1', 't_SACEUR1', 't_UK1', 't_UN1', 't_UNGA1'}"
130,frus1969-76v30_d131,frus1969-76v30,historical-document,1974-08-14,1974,131. Minutes of Meeting of the Washington Special Actions Group,"Source: Ford Library, NSC Institutional Files (H–Files), Box H–18, WSAG Meeting Minutes, 1974. Top Secret; Sensitive. The meeting took place in the Situation Room of the White House.",[],[],Washington,Gerald R. Ford,[],[],"{'A. Clift Denis', 'Constantine Karamanlis', 'Callaghan James', 'Brent C. Scowcroft', 'Clerides Glaufkos', 'Anatoly Dobrynin F.', 'Ellsworth F. Robert', 'Ingersoll Robert S.', 'Colonel Kennedy Richard T.', 'Joseph Luns M.A.H.', 'Harold Wilson', 'J. McCloskey Robert', 'J. John Rhodes', 'J. Joseph Sisco', 'Colby E. William', 'Brown George S.', 'John Pauly', '(Bill) Clements Jr. William', 'A. Henry Kissinger', 'Stabler Wells', 'Bulent Ecevit'}","{'t_NSC1', 't_CIA1', 't_NATO1', 't_WSAG1', 't_UN1', 't_SRG1', 't_LTG1'}"
131,frus1969-76v30_d132,frus1969-76v30,historical-document,1974-08-15,1974,132. Minutes of Meeting of the Washington Special Actions Group,"Source: Ford Library, NSC Institutional Files (H–Files), Box H–18, WSAG Meeting Minutes, 1974. Top Secret; Sensitive. The meeting took place in the Situation Room of the White House.",[],[],Washington,Gerald R. Ford,[],[],"{'J. Joseph Sisco', 'A. Clift Denis', 'Colby E. William', 'Brown George S.', 'J. McCloskey Robert', '(Bill) Clements Jr. William', 'John Pauly', 'Georgios Mavros', 'Ellsworth F. Robert', 'Ingersoll Robert S.', 'Brent C. Scowcroft', 'Colonel Kennedy Richard T.', 'Col. George Lt. Papadopoulos', 'III Makarios', 'A. Henry Kissinger', 'Stabler Wells', 'Bulent Ecevit'}","{'t_JCS1', 't_MAP1', 't_NSC1', 't_CIA1', 't_FMS1'}"
